time[s],timer[ticks=0.15625ms],frameNumber[int],angle_pitch[rad],angle_roll[rad],angle_yaw[rad],latitude_best_estimate[deg],longitude_best_estimate[deg],height[m],flight_time[s]
1310129977.0590000153,1859873,588,0.1675516081914556199,-0.032637657012293964931,0.9503317777109124842,55.237541800000002468,-6.4276444000000001466,9.0609999999999999432,0
1310129977.2590000629,1861153,589,0.16912240451825052978,-0.034557519189487725941,0.95452056791569872551,55.237541800000002468,-6.4276444000000001466,9.0920000000000005258,0
1310129977.4590001106,1862433,590,0.16301375213627036787,-0.034906585039886590949,0.94160513145094082432,55.237541499999998962,-6.4276439999999999131,9.0570000000000003837,0
1310129977.6589999199,1863713,591,0.16545721308906244373,-0.036302848441482057917,0.9505063106361119063,55.237541200000002561,-6.4276438000000002404,8.9789999999999992042,0
1310129977.8589999676,1864993,592,0.16179202165987432993,-0.037175513067479216966,0.94195419730133966851,55.237541200000002561,-6.4276438000000002404,9.0229999999999996874,0
1310129978.0590000153,1866273,593,0.16301375213627036787,-0.036302848441482057917,0.9414305985257412912,55.237541000000000224,-6.42764369999999996,9.0559999999999991616,0
1310129978.2590000629,1867553,594,0.1640609496874669837,-0.035081117965086019983,0.9354964790689606069,55.237541000000000224,-6.42764369999999996,9.1319999999999996732,0
1310129978.4590001106,1868833,595,0.16650441064025903182,-0.034557519189487725941,0.94422312532893226678,55.237540799999997887,-6.4276435999999996795,9.10800000000000054,0
1310129978.6589999199,1870113,596,0.16615534478986015987,-0.032812189937493393965,0.93793994002175273828,55.237540799999997887,-6.4276435999999996795,9.1110000000000006537,0
1310129978.8589999676,1871393,597,0.1680752069670539417,-0.035255650890285455956,0.95102990941171017258,55.237540600000002655,-6.4276432000000003342,9.0899999999999998579,0
1310129979.0590000153,1872673,598,0.16877333866785165783,-0.036128315516282615005,0.94684111920692370923,55.237540600000002655,-6.4276432000000003342,9.1359999999999992326,0
1310129979.2590000629,1873953,599,0.17156586547104260565,-0.035953782591083185971,0.95923295689608356618,55.237540600000002655,-6.4276432000000003342,9.1980000000000003979,0
1310129979.4590001106,1875233,600,0.17296212887263806568,-0.033859387488689988988,0.96097828614807789815,55.237540299999999149,-6.4276429000000003811,9.1180000000000003268,0
1310129979.6589999199,1876513,601,0.17400932642383465376,-0.032812189937493393965,0.96569067512846251677,55.237540299999999149,-6.4276429000000003811,9.2110000000000002984,0
