time[s],timer[ticks=0.15625ms],frameNumber[int],angle_pitch[rad],angle_roll[rad],angle_yaw[rad],latitude_best_estimate[deg],longitude_best_estimate[deg],height[m],flight_time[s]
1310127495.3220000267,7011943,3586,0.005410520681182421493,-0.040491638646268444945,0.87859874545394556211,55.237535200000003499,-6.427532499999999871,-10.282000000000000028,0
1310127495.5220000744,7013223,3587,-0.0026179938779914940609,-0.062133721370998130917,0.91507612682062700049,55.237532299999998031,-6.4275257000000003416,-10.006999999999999673,0
1310127495.7219998837,7014503,3588,-0.026529004630313809954,-0.059166661642607774885,0.91141093539143880342,55.237532299999998031,-6.4275257000000003416,-9.8369999999999997442,0
1310127495.9219999313,7015783,3589,-0.046425758103049170888,-0.045902159327450862969,0.91228360001743613594,55.237529199999997331,-6.427518899999999924,-9.5489999999999994884,0
1310127496.121999979,7017063,3590,-0.05026548245743668597,-0.01919862177193762745,0.92135931212780652899,55.237529199999997331,-6.427518899999999924,-9.4789999999999992042,0
1310127496.3220000267,7018343,3591,-0.043982297150257101959,0,0.88715085878871768887,55.237525400000002662,-6.4275120000000001141,-9.3420000000000005258,0
1310127496.5220000744,7019623,3592,-0.036477381366681486952,0.017976891295541592986,0.89168871484390299642,55.237525400000002662,-6.4275120000000001141,-9.35800000000000054,0
1310127496.7219998837,7020903,3593,-0.030543261909900767948,0.018325957145940461462,0.9066985464110541848,55.237520799999998644,-6.4275057000000002105,-9.4250000000000007105,0
1310127496.9219999313,7022183,3594,-0.01483529864195180098,0.018849555921538758974,0.90442961838346158654,55.237520799999998644,-6.4275057000000002105,-9.4260000000000001563,0
1310127497.121999979,7023463,3595,-0.0099483767363676769979,0.014486232791552934238,0.91856678532461566444,55.237515399999999488,-6.4275007000000003998,-9.2360000000000006537,0
1310127497.3220000267,7024743,3596,0.0036651914291880916853,0.017627825445142727978,0.91786865362381797606,55.237515399999999488,-6.4275007000000003998,-9.2639999999999993463,0
1310127497.5220000744,7026023,3597,0.018151424220741028959,0.027576202181510408445,0.89587750504868934875,55.237509799999997995,-6.4274972999999997469,-9.2899999999999991473,0
1310127497.7219998837,7027303,3598,0.050614548307835550978,0.021467549799530253468,0.87877327837914498421,55.237509799999997995,-6.4274972999999997469,-9.2810000000000005826,0
1310127497.9219999313,7028583,3599,0.06318091892219472594,0.049218284906240090948,0.90565134885985754121,55.237504199999996501,-6.4274947999999998416,-9.2620000000000004547,0
1310127498.121999979,7029863,3600,0.065798912800186223904,0.043458698374658807917,0.92310464137980086097,55.237504199999996501,-6.4274947999999998416,-9.028000000000000469,0
1310127498.3220000267,7031143,3601,0.060911990894602106861,0.031939525311496227977,1.0611601852125522871,55.23749920000000202,-6.4274930000000001229,-8.9499999999999992895,0
1310127498.5220000744,7032423,3602,0.042760566673861077902,0.01675516081914556199,1.2168435544904465662,55.23749920000000202,-6.4274930000000001229,-8.7289999999999992042,0
1310127498.7219998837,7033703,3603,0.031764992386296798943,-0.026878070480712674961,1.3390166021300495824,55.237494900000001508,-6.4274915000000003573,-8.5419999999999998153,0
1310127498.9219999313,7034983,3604,0.016406094968746696983,-0.049218284906240090948,1.4028956527530420662,55.237494900000001508,-6.4274915000000003573,-8.7840000000000006963,0
1310127499.121999979,7036263,3605,0.0068067840827778849921,-0.035953782591083185971,1.4035937844538397545,55.23749130000000207,-6.4274899999999997036,-8.8640000000000007674,0
1310127499.3220000267,7037543,3606,0.0089011791851710802409,-0.013264502315156904977,1.3870131565598935452,55.23749130000000207,-6.4274899999999997036,-8.8559999999999998721,0
1310127499.5220000744,7038823,3607,0.015184364492350665987,0.0068067840827778849921,1.399055928398654558,55.237487700000002633,-6.427488499999999938,-9.042999999999999261,0
1310127499.7219998837,7040103,3608,0.029496064358704169456,0.019547687622336492458,1.3831734322055060371,55.237487700000002633,-6.427488499999999938,-9.1630000000000002558,0
1310127499.9219999313,7041383,3609,0.031066860685499065459,0.060388392119003798941,1.3823007675795089266,55.237483599999997352,-6.4274873000000001255,-9.1570000000000000284,0
